"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"ygbE",1.37492206697178,4.14284869943215,43.2183533650017,9.13965439218591e-06,0.000137880709731798,"SL1344_2911","ygbE"
"ybiS",-0.672864503924906,8.17981741715249,43.115168397836,9.26384024241316e-06,0.000139310511835908,"SL1344_0812","ybiS"
"ybfE",-1.20165643062509,5.91388002119044,42.9459181935265,9.47170741252625e-06,0.00014198568991499,"SL1344_0677","ybfE"
"corA",-1.10861368913484,7.72445013902769,42.847422681287,9.5951107640445e-06,0.000143381828672804,"SL1344_3906","corA"
"entE",3.94429484068885,9.48132356555217,45.9529853829393,9.7379839802182e-06,0.000145059214195892,"SL1344_0584","entE"
"yecG",1.18396597149867,3.70781625573713,42.6467603478643,9.85220551136066e-06,0.000146300619145189,"SL1344_1861","yecG"
"SL1344_4471",1.22514217112821,5.95118975243735,42.5741136014336,9.94720360509305e-06,0.000147249698366643,"SL1344_4471","SL1344_4471"
"flhAa",-1.92663101377768,7.01766085186018,42.4556284063074,1.01043826973178e-05,0.000149110469897802,"SL1344_1848","flhAa"
"SL1344_4016",1.3346047902349,6.99773215113277,42.3261343659404,1.02793987750412e-05,0.000151222086948355,"SL1344_4016","SL1344_4016"
"yheU",0.832390456519515,5.2739625208917,42.1458904566457,1.05287628719635e-05,0.000154410989859105,"SL1344_3430","yheU"
"flgN",-1.28116411054776,6.69362284400571,42.0698599204988,1.06360032714447e-05,0.000155502307088992,"SL1344_1108","flgN"
"ydfI",1.07117092568353,5.18187190696057,42.0434754535907,1.06735076871712e-05,0.000155570479735784,"SL1344_1438","ydfI"
"ybhR",0.85659157461945,5.35175547452043,41.9645171689889,1.07866434480107e-05,0.00015673720862953,"SL1344_0791","ybhR"
"hypC",1.9927997553572,4.14069461521787,41.9227466490576,1.08470446741294e-05,0.000157132876517893,"SL1344_2836","hypC"
"potC",-0.811748575353748,6.42869934596571,41.720457079689,1.11450460153903e-05,0.000160957570045439,"SL1344_1160","potC"
"yceI",0.990957707130839,6.1641625496674,41.6319284209874,1.12783764441199e-05,0.000162388052327647,"SL1344_1094","yceI"
"ybbS",1.18478327947671,3.71968479078079,41.6029567663919,1.13224023041125e-05,0.000162527938529033,"SL1344_0507","ybbS"
